timestamp_utc,iteration,total_iterations,games,self_games,heuristic_games,moves,avg_moves,black_wins,white_wins,draws,ppo_black_episodes,ppo_white_episodes,ppo_wins,ppo_losses,ppo_draws,ppo_win_rate,ppo_loss_rate,ppo_draw_rate,self_ppo_wins,self_ppo_losses,self_ppo_draws,self_ppo_win_rate,heuristic_ppo_wins,heuristic_ppo_losses,heuristic_ppo_draws,heuristic_ppo_win_rate,invalid_move_games,ppo_invalid_moves,opponent_invalid_moves,invalid_move_rate,action_entropy_mean,selected_action_prob_mean,top1_action_prob_mean,top3_action_prob_sum_mean,valid_action_count_mean,center_near_ratio,opening_center_near_ratio,immediate_win_available_count,immediate_win_chosen_count,immediate_win_pick_rate,immediate_block_available_count,immediate_block_chosen_count,immediate_block_pick_rate,open_three_create_rate,strong_four_create_rate,total_loss,policy_loss,value_loss,entropy,approx_kl,clip_fraction,advantage_mean,advantage_std,return_mean,return_std,value_prediction_mean,value_prediction_std,num_samples,eval_games,eval_ppo_wins,eval_ppo_losses,eval_ppo_draws,eval_ppo_win_rate,eval_invalid_move_games,checkpoint_saved,checkpoint_path,best_metric_name,best_metric_value,best_metric_updated
2026-03-11T07:09:30.639878+00:00,1,1,2,1,1,101,50.5,1,1,0,2,1,1,2,0,0.3333333333333333,0.6666666666666666,0.0,1,1,0,0.5,0,1,0,0.0,0,0,0,0.0,5.190212294459343,0.005632239267773305,0.006987892353208736,0.020567027386277914,182.13541666666666,0.11458333333333333,0.1111111111111111,34,1,0.029411764705882353,36,0,0.0,0.08333333333333333,0.08333333333333333,-0.002685816027224064,-0.07864916883409023,0.25383571721613407,5.095450520515442,0.09127881471067667,0.6927083283662796,-0.024656064808368683,0.46390220522880554,-0.044425103813409805,0.8218761682510376,-0.04353220388293266,0.006260016933083534,96.0,2,0,2,0,0.0,0,True,gomoku_project\models\ppo\_tmp_logging.pt,,,False
