timestamp_utc,iteration,total_iterations,games,self_games,heuristic_games,moves,avg_moves,self_avg_moves,heuristic_avg_moves,black_wins,white_wins,draws,ppo_black_episodes,ppo_white_episodes,ppo_wins,ppo_losses,ppo_draws,ppo_win_rate,ppo_loss_rate,ppo_draw_rate,self_ppo_wins,self_ppo_losses,self_ppo_draws,self_ppo_win_rate,heuristic_ppo_wins,heuristic_ppo_losses,heuristic_ppo_draws,heuristic_ppo_win_rate,invalid_move_games,self_invalid_move_games,heuristic_invalid_move_games,ppo_invalid_moves,opponent_invalid_moves,invalid_move_rate,action_entropy_mean,selected_action_prob_mean,top1_action_prob_mean,top3_action_prob_sum_mean,valid_action_count_mean,center_near_ratio,opening_center_near_ratio,immediate_win_available_count,immediate_win_chosen_count,immediate_win_pick_rate,immediate_block_available_count,immediate_block_chosen_count,immediate_block_pick_rate,open_three_create_rate,strong_four_create_rate,total_loss,policy_loss,value_loss,entropy,approx_kl,clip_fraction,advantage_mean,advantage_std,return_mean,return_std,value_prediction_mean,value_prediction_std,num_samples,eval_games,eval_ppo_wins,eval_ppo_losses,eval_ppo_draws,eval_ppo_win_rate,eval_invalid_move_games,checkpoint_saved,checkpoint_path,best_metric_name,best_metric_value,best_metric_updated
2026-03-11T07:10:18.574544+00:00,1,1,2,1,1,157,78.5,147.0,10.0,1,1,0,2,1,1,2,0,0.3333333333333333,0.6666666666666666,0.0,1,1,0,0.5,0,1,0,0.0,0,0,0,0,0,0.0,4.994959875157005,0.0070392501013549534,0.0076822327008765,0.022866756109961944,154.26973684210526,0.1118421052631579,0.1111111111111111,97,1,0.010309278350515464,99,4,0.04040404040404041,0.09868421052631579,0.11842105263157894,0.03448536153882742,0.005914765177294612,0.15558178152423352,4.922029554843903,0.048614113591611385,0.6780598908662796,-0.05358101800084114,0.3755888342857361,-0.02908455766737461,0.7355626225471497,0.06322409957647324,0.005794778931885958,152.0,2,0,2,0,0.0,0,True,gomoku_project\models\ppo\_tmp_logging2.pt,,,False
